0,0,0
3.16801e-05,1.38705e-06,-1.09257e-05
8.38354e-05,2.77267e-06,-2.15979e-05
0.000118947,-1.92646e-06,0.000260106
0.000174161,5.3599e-07,0.000238653
0.00022878,2.14286e-06,0.000294322
0.00029491,5.74861e-06,0.00026233
0.000361268,1.05945e-05,0.000218951
0.000437411,7.59176e-06,0.000318966
0.000513738,2.2292e-05,8.85984e-05
0.000597403,2.39125e-05,0.000102263
0.000685427,3.04342e-05,1.79529e-05
0.000776334,3.1229e-05,3.96396e-05
0.000871886,3.70756e-05,-3.97978e-05
0.000975368,4.15929e-05,-9.70965e-05
0.00107684,4.60505e-05,-0.000153742
0.0011804,5.05203e-05,-0.00021045
0.0012866,5.47288e-05,-0.00026311
0.00139414,5.59618e-05,-0.000260007
0.00150197,5.71524e-05,-0.000256272
0.00161434,5.40231e-05,-0.000169479
0.00172779,5.08933e-05,-8.24121e-05
0.00184409,5.64648e-05,-0.000154818
0.0019697,5.88344e-05,-0.000174302
0.00209653,6.06001e-05,-0.000188592
0.00222669,6.17241e-05,-0.000197552
0.00235996,6.22614e-05,-0.000201853
0.0024967,6.22377e-05,-0.000201767
0.00263651,6.17017e-05,-0.000197597
0.00277962,6.07013e-05,-0.000189804
0.0029259,5.92913e-05,-0.000178815
0.00307544,5.75249e-05,-0.000165074
0.00322818,5.54594e-05,-0.000149027
0.00338358,5.33408e-05,-0.000132313
0.00354093,5.16038e-05,-0.000118565
0.00370449,4.97994e-05,-0.000104133
0.00386835,4.85762e-05,-9.42903e-05
0.00403905,4.73289e-05,-8.41548e-05
0.0042098,4.66089e-05,-7.82865e-05
0.00438694,4.58843e-05,-7.23232e-05
0.00456435,4.55332e-05,-6.86596e-05
0.00474791,4.51757e-05,-6.48513e-05
0.00493181,4.53417e-05,-6.64369e-05
0.00512181,4.54918e-05,-6.77772e-05
0.00531217,4.5971e-05,-7.12035e-05
0.00550867,4.64244e-05,-7.4273e-05
0.00570551,4.7362e-05,-8.21905e-05
0.0059088,4.51974e-05,-3.26993e-05
0.00611287,5.02465e-05,-0.00011823
0.0063218,5.00039e-05,-0.0001046
0.00653381,5.1899e-05,-0.000133148
0.00674834,5.13644e-05,-0.000116189
0.00696627,5.33107e-05,-0.000148062
0.00718702,5.23361e-05,-0.000124643
0.00741162,5.42004e-05,-0.000156864
0.00763882,5.29658e-05,-0.000130262
0.00786994,5.46302e-05,-0.000160387
0.00810367,5.32886e-05,-0.000133348
0.00834125,5.47954e-05,-0.000162026
0.00858147,5.33414e-05,-0.000134249
0.00882553,5.47359e-05,-0.000162122
0.00907222,5.31579e-05,-0.000133268
0.0093225,5.15675e-05,-0.000104097
0.00957481,5.30929e-05,-0.000131184
0.00983241,5.60505e-05,-0.000188471
0.0100914,5.31289e-05,-0.000133221
0.0103554,5.04191e-05,-8.18965e-05
0.0106206,5.31981e-05,-0.000132074
0.0108917,5.31901e-05,-0.000132655
0.0111649,5.466e-05,-0.000163602
0.0114403,5.27783e-05,-0.000130914
0.01172,5.08877e-05,-9.79527e-05
0.0120012,5.22446e-05,-0.000124392
0.0122884,5.5127e-05,-0.000182741
0.0125765,5.18505e-05,-0.000123909
0.0128699,4.81122e-05,-5.38496e-05
0.0131645,5.14153e-05,-0.000114527
0.0134641,5.49641e-05,-0.000180977
0.0137649,5.20445e-05,-0.000124538
0.0140713,4.8426e-05,-5.24322e-05
0.0143788,5.23663e-05,-0.000121497
0.0146913,5.64386e-05,-0.000194172
0.0150049,5.37114e-05,-0.000138221
0.0153243,5.03052e-05,-6.72545e-05
0.0156447,5.44979e-05,-0.000139184
0.0159701,5.88339e-05,-0.000214513
0.0162967,5.62733e-05,-0.000159876
0.0166296,5.65788e-05,-0.000160775
0.0169649,5.69082e-05,-0.000163913
0.0173025,5.70812e-05,-0.000165844
0.0176437,5.71166e-05,-0.000166757
0.0179881,5.70067e-05,-0.000166427
0.0183357,5.67681e-05,-0.000164994
0.0186865,5.64154e-05,-0.000162577
0.0190405,5.59664e-05,-0.000159337
0.0193978,5.54371e-05,-0.0001554
0.0197583,5.48451e-05,-0.000150918
0.0201221,5.42067e-05,-0.000146026
0.0204891,5.35383e-05,-0.000140863
0.0208594,5.2855e-05,-0.000135556
0.0212329,5.21712e-05,-0.000130224
0.0216096,5.14999e-05,-0.000124977
0.0219896,5.08528e-05,-0.000119914
0.0223728,5.02401e-05,-0.000115119
0.0227593,4.96706e-05,-0.000110668
0.023149,4.91514e-05,-0.00010662
0.023542,4.86883e-05,-0.000103024
0.0239382,4.82852e-05,-9.99168e-05
0.0243376,4.7945e-05,-9.73215e-05
0.0247403,4.76688e-05,-9.5251e-05
0.0251462,4.74566e-05,-9.37074e-05
0.0255554,4.73071e-05,-9.26834e-05
0.0259678,4.72182e-05,-9.21626e-05
0.0263835,4.71866e-05,-9.21216e-05
0.0268024,4.72083e-05,-9.25301e-05
0.0272246,4.72786e-05,-9.33525e-05
0.0276499,4.73923e-05,-9.45491e-05
0.0280786,4.75439e-05,-9.60768e-05
0.0285104,4.77275e-05,-9.78906e-05
0.0289456,4.79372e-05,-9.9944e-05
0.0293839,4.81671e-05,-0.000102191
0.0298255,4.84112e-05,-0.000104584
0.0302703,4.86639e-05,-0.000107081
0.0307184,4.89199e-05,-0.000109637
0.0311697,4.9174e-05,-0.000112213
0.0316242,4.94217e-05,-0.000114771
0.032082,4.96589e-05,-0.000117278
0.032543,4.98818e-05,-0.000119704
0.0330073,5.00873e-05,-0.000122021
0.0334748,5.02728e-05,-0.000124209
0.0339455,5.04364e-05,-0.000126248
0.0344195,5.05763e-05,-0.000128123
0.0348967,5.06916e-05,-0.000129824
0.0353771,5.07818e-05,-0.000131345
0.0358608,5.08469e-05,-0.00013268
0.0363477,5.08872e-05,-0.000133832
0.0368379,5.09035e-05,-0.0001348
0.0373313,5.08969e-05,-0.000135593
0.0378279,5.08688e-05,-0.000136216
0.0383278,5.0821e-05,-0.000136681
0.0388309,5.07554e-05,-0.000136999
0.0393372,5.0674e-05,-0.000137183
0.0398468,5.05789e-05,-0.000137247
0.0403596,5.04726e-05,-0.000137207
0.0408757,5.03572e-05,-0.00013708
0.041395,5.02351e-05,-0.00013688
0.0419175,5.01085e-05,-0.000136625
0.0424433,4.99796e-05,-0.000136331
0.0429723,4.98504e-05,-0.000136013
0.0435046,4.97228e-05,-0.000135687
0.0440401,4.95989e-05,-0.000135368
0.0445788,4.94802e-05,-0.000135071
0.0451208,4.93697e-05,-0.000134835
0.045666,4.92252e-05,-0.000133018
0.0462144,4.90311e-05,-0.000129027
0.0467659,4.87806e-05,-0.00012251
0.0473205,4.839e-05,-0.000110084
0.047878,4.77964e-05,-8.89153e-05
0.0484383,4.69533e-05,-5.64398e-05
0.0490012,4.58331e-05,-1.04638e-05
0.0495668,4.44246e-05,5.08987e-05
0.0501349,4.2732e-05,0.000129259
0.0507053,4.0773e-05,0.000225974
0.0512781,3.85779e-05,0.00034217
0.0518534,3.48915e-05,0.00049181
